task_id,participant_id,error_type,cell_accuracy
a934301b,a1805af512f511495065f32e0622ec7e,wrong_size,
3b4c2228,0c86153d19b17cbfa93061c31462dc7e,correct,1.0
21f83797,0c86153d19b17cbfa93061c31462dc7e,correct,1.0
f5aa3634,0c86153d19b17cbfa93061c31462dc7e,correct,1.0
2b01abd0,0c86153d19b17cbfa93061c31462dc7e,correct,1.0
da515329,0b6da2a21a3ef1c72e43d11c2d0fef27,correct,1.0
3ee1011a,f8902ebc197cfdf036d9b50ea40e03b4,correct,1.0
93b4f4b3,cab55dd3e5f0a6eb56c71c088d9adf2e,correct,1.0
baf41dbf,cab55dd3e5f0a6eb56c71c088d9adf2e,wrong_content,0.7242647058823529
fe9372f3,f352a608948d733b8c770751e445eea4,correct,1.0
a59b95c0,f352a608948d733b8c770751e445eea4,correct,1.0
6a11f6da,a7c1cb7943aef8aad6a9cdf80173a16d,correct,1.0
e760a62e,a7c1cb7943aef8aad6a9cdf80173a16d,correct,1.0
fea12743,f3846da17849b7e968c3409a2ac12d7f,close_miss,0.8636363636363636
a096bf4d,e11a1d3b67da2497ef3613c8e4c3f8f3,correct,1.0
9c1e755f,a7c1cb7943aef8aad6a9cdf80173a16d,correct,1.0
4f537728,e11a1d3b67da2497ef3613c8e4c3f8f3,correct,1.0
00dbd492,a7c1cb7943aef8aad6a9cdf80173a16d,correct,1.0
97239e3d,e11a1d3b67da2497ef3613c8e4c3f8f3,correct,1.0
73c3b0d8,f3846da17849b7e968c3409a2ac12d7f,close_miss,0.8958333333333334
8b28cd80,f352a608948d733b8c770751e445eea4,correct,1.0
a934301b,e11a1d3b67da2497ef3613c8e4c3f8f3,correct,1.0
2037f2c7,a7c1cb7943aef8aad6a9cdf80173a16d,wrong_size,
642248e4,928728c7b47e588a6e766adc0c790e1c,correct,1.0
e9bb6954,463fd2f428bddd10d846300970c526fc,wrong_size,
bc4146bd,463fd2f428bddd10d846300970c526fc,wrong_size,
c35c1b4c,13d21927ff62cf618ab8b83499e34777,wrong_content,0.43
d19f7514,13d21927ff62cf618ab8b83499e34777,wrong_content,0.5416666666666666
94133066,f3846da17849b7e968c3409a2ac12d7f,wrong_size,
137f0df0,f3846da17849b7e968c3409a2ac12d7f,correct,1.0
bf32578f,f352a608948d733b8c770751e445eea4,correct,1.0
ed98d772,f3846da17849b7e968c3409a2ac12d7f,wrong_content,0.5833333333333334
575b1a71,e11a1d3b67da2497ef3613c8e4c3f8f3,correct,1.0
be03b35f,d0ec5fb5bca9446332489e2d673438df,wrong_content,0.75
b0f4d537,ba93782c97a6103a12d30b51968212b5,wrong_size,
e7a25a18,ba93782c97a6103a12d30b51968212b5,correct,1.0
68b67ca3,ba93782c97a6103a12d30b51968212b5,correct,1.0
d931c21c,ba93782c97a6103a12d30b51968212b5,correct,1.0
ff72ca3e,cab55dd3e5f0a6eb56c71c088d9adf2e,wrong_content,0.7133333333333334
9ddd00f0,e3bbc35048e72fff7279147741004602,correct,1.0
29700607,e3bbc35048e72fff7279147741004602,correct,1.0
3194b014,e3bbc35048e72fff7279147741004602,correct,1.0
423a55dc,ee67360c387825a516bd0dfd39034357,close_miss,0.986013986013986
54db823b,ee67360c387825a516bd0dfd39034357,correct,1.0
ef26cbf6,ee67360c387825a516bd0dfd39034357,correct,1.0
0bb8deee,ee67360c387825a516bd0dfd39034357,correct,1.0
f3cdc58f,ee67360c387825a516bd0dfd39034357,correct,1.0
60c09cac,13d21927ff62cf618ab8b83499e34777,wrong_size,
8ba14f53,13d21927ff62cf618ab8b83499e34777,correct,1.0
0c786b71,13d21927ff62cf618ab8b83499e34777,wrong_content,0.3125
f83cb3f6,cab55dd3e5f0a6eb56c71c088d9adf2e,close_miss,0.9466666666666667
c7d4e6ad,8b101bf6afc4f48d9b24b07a540233b5,correct,1.0
f823c43c,928728c7b47e588a6e766adc0c790e1c,correct,1.0
705a3229,928728c7b47e588a6e766adc0c790e1c,correct,1.0
4aab4007,928728c7b47e588a6e766adc0c790e1c,correct,1.0
ecaa0ec1,b58571e38932c8e737b38205960d82c1,correct,1.0
477d2879,b58571e38932c8e737b38205960d82c1,correct,1.0
2753e76c,a50081e2168f81433676d6d4a60c1ed2,correct,1.0
f5c89df1,016f72a3b9f6e4bbe24390b715cd0cab,wrong_content,0.7869822485207101
3391f8c0,016f72a3b9f6e4bbe24390b715cd0cab,correct,1.0
7c9b52a0,016f72a3b9f6e4bbe24390b715cd0cab,correct,1.0
48f8583b,016f72a3b9f6e4bbe24390b715cd0cab,wrong_content,0.4444444444444444
e7b06bea,016f72a3b9f6e4bbe24390b715cd0cab,wrong_content,0.04938271604938271
e5790162,e3bbc35048e72fff7279147741004602,close_miss,0.9833333333333333
7ee1c6ea,e3bbc35048e72fff7279147741004602,correct,1.0
0b17323b,463fd2f428bddd10d846300970c526fc,close_miss,0.9822222222222222
770cc55f,463fd2f428bddd10d846300970c526fc,wrong_content,0.7090909090909091
4364c1c4,09cf1132a6f718d7489e8fa230295b55,correct,1.0
1e81d6f9,09cf1132a6f718d7489e8fa230295b55,close_miss,0.96
4c177718,09cf1132a6f718d7489e8fa230295b55,close_miss,0.837037037037037
7d18a6fb,09cf1132a6f718d7489e8fa230295b55,correct,1.0
9a4bb226,18f35521908dc1b26cc91dec55f516b8,wrong_size,
212895b5,196fc741bff204e58a05a2c124df683d,correct,1.0
3979b1a8,2e819873fe470fdad3db2cba01ff0890,correct,1.0
d37a1ef5,2e819873fe470fdad3db2cba01ff0890,correct,1.0
9bebae7a,2e819873fe470fdad3db2cba01ff0890,correct,1.0
bb52a14b,2e819873fe470fdad3db2cba01ff0890,correct,1.0
81c0276b,2e819873fe470fdad3db2cba01ff0890,correct,1.0
c48954c1,a50081e2168f81433676d6d4a60c1ed2,correct,1.0
351d6448,a50081e2168f81433676d6d4a60c1ed2,correct,1.0
516b51b7,a50081e2168f81433676d6d4a60c1ed2,correct,1.0
c6e1b8da,a50081e2168f81433676d6d4a60c1ed2,correct,1.0
84f2aca1,d3f5bace7aae550457a91b7724d13568,wrong_content,0.5961538461538461
9def23fe,48b35a260a84b527209b0fe691731d32,correct,1.0
0692e18c,48b35a260a84b527209b0fe691731d32,close_miss,0.8518518518518519
9b4c17c4,48b35a260a84b527209b0fe691731d32,correct,1.0
0f63c0b9,48b35a260a84b527209b0fe691731d32,wrong_content,0.7244444444444444
0bb8deee,ce34618329c4f46ca45a4f2a6b1dd260,correct,1.0
c3202e5a,741961b6973486e602c62c5c9dd6423e,correct,1.0
73ccf9c2,0f8005a82b8e363ee5f7144f2954c781,correct,1.0
d282b262,18f35521908dc1b26cc91dec55f516b8,correct,1.0
903d1b4a,0f8005a82b8e363ee5f7144f2954c781,correct,1.0
66f2d22f,5d2818aab8291cd8023209e5cc4e0f46,wrong_content,0.6071428571428571
0692e18c,fb2d701f4b8fca584820f03c934cf8e4,correct,1.0
8597cfd7,0f8005a82b8e363ee5f7144f2954c781,correct,1.0
25094a63,fb2d701f4b8fca584820f03c934cf8e4,correct,1.0
d4b1c2b1,5d2818aab8291cd8023209e5cc4e0f46,correct,1.0
88207623,741961b6973486e602c62c5c9dd6423e,correct,1.0
3ee1011a,0f8005a82b8e363ee5f7144f2954c781,correct,1.0
e57337a4,5d2818aab8291cd8023209e5cc4e0f46,correct,1.0
9a4bb226,5d2818aab8291cd8023209e5cc4e0f46,correct,1.0
d2acf2cb,8ceced71adf14631d9601d4b748aa793,correct,1.0
e9c9d9a1,8ceced71adf14631d9601d4b748aa793,correct,1.0
55059096,29de8b31365c99635caa242fc45d135b,wrong_size,
551d5bf1,29de8b31365c99635caa242fc45d135b,wrong_size,
639f5a19,29de8b31365c99635caa242fc45d135b,wrong_content,0.47448015122873344
34b99a2b,18f35521908dc1b26cc91dec55f516b8,wrong_content,0.45
45737921,741961b6973486e602c62c5c9dd6423e,correct,1.0
642d658d,741961b6973486e602c62c5c9dd6423e,correct,1.0
e9b4f6fc,8ceced71adf14631d9601d4b748aa793,correct,1.0
1990f7a8,0f8005a82b8e363ee5f7144f2954c781,correct,1.0
fb791726,741961b6973486e602c62c5c9dd6423e,correct,1.0
0f63c0b9,fb2d701f4b8fca584820f03c934cf8e4,correct,1.0
929ab4e9,b58571e38932c8e737b38205960d82c1,close_miss,0.9826388888888888
332efdb3,828c3cdf37ef55676c75543cd3a49786,correct,1.0
b0f4d537,828c3cdf37ef55676c75543cd3a49786,correct,1.0
e7a25a18,828c3cdf37ef55676c75543cd3a49786,wrong_size,
58e15b12,828c3cdf37ef55676c75543cd3a49786,wrong_content,0.7458333333333333
423a55dc,ce34618329c4f46ca45a4f2a6b1dd260,wrong_size,
f3e62deb,18f35521908dc1b26cc91dec55f516b8,correct,1.0
d304284e,fb2d701f4b8fca584820f03c934cf8e4,correct,1.0
0934a4d8,8ceced71adf14631d9601d4b748aa793,wrong_content,0.1111111111111111
d5c634a2,fb2d701f4b8fca584820f03c934cf8e4,correct,1.0
e7639916,5d2818aab8291cd8023209e5cc4e0f46,correct,1.0
22a4bbc2,0076bd0033bf858d5aeffed92c3deff9,wrong_content,0.7613636363636364
55059096,0076bd0033bf858d5aeffed92c3deff9,correct,1.0
12422b43,2eb9e83297fb028e444a19af9805a056,correct,1.0
d37a1ef5,9371dde03a8c9286ef2eb7ede339e08d,correct,1.0
32e9702f,2074c011346edb0fe8193497fe527e4b,correct,1.0
9f27f097,2074c011346edb0fe8193497fe527e4b,correct,1.0
9caba7c3,2074c011346edb0fe8193497fe527e4b,correct,1.0
917bccba,2074c011346edb0fe8193497fe527e4b,wrong_content,0.5416666666666666
ecaa0ec1,91200d789d0727c0195d9ef7e8c26730,correct,1.0
8fbca751,f8eab4c762c28328d98897ceb1449385,wrong_content,0.46875
963f59bc,f8eab4c762c28328d98897ceb1449385,wrong_content,0.08482142857142858
6ad5bdfd,408e70d8a03a681fdbd8796a5dde3b25,correct,1.0
a406ac07,0543038511168d354c1e1295ccf8b271,close_miss,0.85
85fa5666,93b885a81d7e3d3bd735ad24b2e0bc83,close_miss,0.96875
fd4b2b02,93b885a81d7e3d3bd735ad24b2e0bc83,correct,1.0
12eac192,35cbaccf03f1c5155ebce76cb4808cdb,wrong_content,0.65625
40f6cd08,35cbaccf03f1c5155ebce76cb4808cdb,wrong_content,0.6955555555555556
639f5a19,fd0af3f40eb6fbb5f514f1d03c55f92c,correct,1.0
55059096,fd0af3f40eb6fbb5f514f1d03c55f92c,correct,1.0
5783df64,fd0af3f40eb6fbb5f514f1d03c55f92c,correct,1.0
94be5b80,6c346e1027197667d296dc0926201aac,correct,1.0
ce8d95cc,6c346e1027197667d296dc0926201aac,correct,1.0
72a961c9,6c346e1027197667d296dc0926201aac,correct,1.0
070dd51e,8ceced71adf14631d9601d4b748aa793,close_miss,0.9025
7c9b52a0,e58ad5de171d11eb89acebf5ecd5872f,wrong_size,
b7cb93ac,0543038511168d354c1e1295ccf8b271,wrong_size,
5833af48,18f35521908dc1b26cc91dec55f516b8,wrong_size,
7bb29440,408e70d8a03a681fdbd8796a5dde3b25,correct,1.0
19bb5feb,408e70d8a03a681fdbd8796a5dde3b25,correct,1.0
b942fd60,0543038511168d354c1e1295ccf8b271,wrong_content,0.425
5af49b42,0543038511168d354c1e1295ccf8b271,wrong_size,
6a11f6da,408e70d8a03a681fdbd8796a5dde3b25,correct,1.0
11e1fe23,0543038511168d354c1e1295ccf8b271,close_miss,0.9166666666666666
f5c89df1,e58ad5de171d11eb89acebf5ecd5872f,close_miss,0.8402366863905325
67b4a34d,6c346e1027197667d296dc0926201aac,correct,1.0
903d1b4a,da790c73bfbc7958f1f3ca055bfbd72d,close_miss,0.90234375
1990f7a8,da790c73bfbc7958f1f3ca055bfbd72d,wrong_size,
3ee1011a,da790c73bfbc7958f1f3ca055bfbd72d,wrong_size,
8597cfd7,da790c73bfbc7958f1f3ca055bfbd72d,wrong_size,
310f3251,2666307596c4341486e0bb94aba86694,wrong_content,0.5763888888888888
42918530,e58ad5de171d11eb89acebf5ecd5872f,correct,1.0
48f8583b,e58ad5de171d11eb89acebf5ecd5872f,wrong_content,0.4444444444444444
3391f8c0,e58ad5de171d11eb89acebf5ecd5872f,correct,1.0
7c9b52a0,aacf117c81834a690b3134ebb71c3f0c,correct,1.0
e9ac8c9e,b92c88147f16e81df65ec8ae0113623c,correct,1.0
c87289bb,b46586d0f2876a45c17bc91204667b2b,correct,1.0
358ba94e,8bc07abf3980f0eed727ede8a11ecaf1,correct,1.0
e5c44e8f,438869b4b8c8f0807b49d59c14fac9f0,wrong_content,0.7272727272727273
99306f82,b92c88147f16e81df65ec8ae0113623c,correct,1.0
59341089,b46586d0f2876a45c17bc91204667b2b,correct,1.0
6df30ad6,b92c88147f16e81df65ec8ae0113623c,correct,1.0
e0fb7511,b92c88147f16e81df65ec8ae0113623c,correct,1.0
2072aba6,b92c88147f16e81df65ec8ae0113623c,correct,1.0
e760a62e,408e70d8a03a681fdbd8796a5dde3b25,correct,1.0
7d419a02,2666307596c4341486e0bb94aba86694,wrong_content,0.722
a8610ef7,498789378a77537d7b7cb1b472f9ee9e,wrong_content,0.4722222222222222
0a2355a6,c43b31de272805c2b3815302993e225d,wrong_content,0.6784313725490196
08573cc6,c43b31de272805c2b3815302993e225d,wrong_content,0.7928994082840237
2697da3f,c43b31de272805c2b3815302993e225d,wrong_size,
9110e3c5,ab597aa645c1ea90403ffa54df2b8cb6,correct,1.0
1da012fc,463c32f02669ea81c4ea2ef7799cc498,correct,1.0
e66aafb8,463c32f02669ea81c4ea2ef7799cc498,correct,1.0
d2acf2cb,ab597aa645c1ea90403ffa54df2b8cb6,correct,1.0
3391f8c0,aacf117c81834a690b3134ebb71c3f0c,correct,1.0
94be5b80,f7d75bfe95153df73f32082ebd500aba,correct,1.0
6f473927,f7d75bfe95153df73f32082ebd500aba,correct,1.0
72a961c9,f7d75bfe95153df73f32082ebd500aba,correct,1.0
b7999b51,639dd07148895b3e366ac8a083f3f6e7,correct,1.0
140c817e,639dd07148895b3e366ac8a083f3f6e7,correct,1.0
ac3e2b04,639dd07148895b3e366ac8a083f3f6e7,correct,1.0
c92b942c,639dd07148895b3e366ac8a083f3f6e7,wrong_content,0.2839506172839506
9c56f360,b0e4d1370c84bacbc06b9cac05915124,wrong_content,0.4691358024691358
0607ce86,b0e4d1370c84bacbc06b9cac05915124,wrong_content,0.7310606060606061
2a5f8217,b46586d0f2876a45c17bc91204667b2b,correct,1.0
fd4b2b02,8bc07abf3980f0eed727ede8a11ecaf1,wrong_size,
5af49b42,c926df77eb0e5df2def7da3c45ade105,correct,1.0
4e45f183,c926df77eb0e5df2def7da3c45ade105,correct,1.0
32e9702f,aba28253771a798ffe0b943a41c5f2dd,wrong_content,0.15
e9b4f6fc,ab597aa645c1ea90403ffa54df2b8cb6,correct,1.0
e9c9d9a1,ab597aa645c1ea90403ffa54df2b8cb6,correct,1.0
0934a4d8,ab597aa645c1ea90403ffa54df2b8cb6,wrong_content,0.4074074074074074
1d0a4b61,ef1bf7a4e81676e9f899f893139a7713,wrong_content,0.1392
fd096ab6,ef1bf7a4e81676e9f899f893139a7713,correct,1.0
5b692c0f,ef1bf7a4e81676e9f899f893139a7713,wrong_content,0.6964285714285714
992798f6,ef1bf7a4e81676e9f899f893139a7713,correct,1.0
2546ccf6,558ae85b38d0bc61399bf159786dce8a,close_miss,0.9698996655518395
0f63c0b9,56ca6199820cd553cf4d876f3140f33f,close_miss,0.9777777777777777
58e15b12,084cf980c6eb61e94f9162fa91190862,close_miss,0.9354166666666667
1e97544e,463c32f02669ea81c4ea2ef7799cc498,correct,1.0
d931c21c,463c32f02669ea81c4ea2ef7799cc498,close_miss,0.9977777777777778
f45f5ca7,463c32f02669ea81c4ea2ef7799cc498,correct,1.0
281123b4,6eac2bf647c9865ab25005cdd9515a6e,correct,1.0
32e9702f,8895269ceed3088aaf85264604fd00e6,close_miss,0.95
477d2879,6eac2bf647c9865ab25005cdd9515a6e,correct,1.0
9caba7c3,aba28253771a798ffe0b943a41c5f2dd,correct,1.0
9f27f097,aba28253771a798ffe0b943a41c5f2dd,correct,1.0
917bccba,aba28253771a798ffe0b943a41c5f2dd,correct,1.0
b942fd60,c926df77eb0e5df2def7da3c45ade105,correct,1.0
8a371977,aba28253771a798ffe0b943a41c5f2dd,correct,1.0
68b67ca3,084cf980c6eb61e94f9162fa91190862,wrong_size,
d931c21c,084cf980c6eb61e94f9162fa91190862,correct,1.0
1da012fc,1091fa929e4ee66d3adbc602b40141bd,wrong_size,
e66aafb8,1091fa929e4ee66d3adbc602b40141bd,correct,1.0
f45f5ca7,1091fa929e4ee66d3adbc602b40141bd,correct,1.0
50aad11f,1091fa929e4ee66d3adbc602b40141bd,correct,1.0
a406ac07,c926df77eb0e5df2def7da3c45ade105,correct,1.0
009d5c81,c926df77eb0e5df2def7da3c45ade105,correct,1.0
03560426,e918701b946fb9722fd382a800fdc18f,correct,1.0
e681b708,8895269ceed3088aaf85264604fd00e6,close_miss,0.9408284023668639
12422b43,6eac2bf647c9865ab25005cdd9515a6e,correct,1.0
e633a9e5,8895269ceed3088aaf85264604fd00e6,wrong_content,0.56
15113be4,4d6d091bda9a77f7dd126a5d45bf75de,correct,1.0
2753e76c,048022a60c2cf8ae0032596f4a1a1623,wrong_size,
103eff5b,a30504425c72f5338fc70bf08c252ffe,wrong_size,
2685904e,4d6d091bda9a77f7dd126a5d45bf75de,close_miss,0.92
332efdb3,f7cbbfd88558b04419383fcfbd01e94c,correct,1.0
e7a25a18,f7cbbfd88558b04419383fcfbd01e94c,correct,1.0
e41c6fd3,0db637bfccf629172dcc0166e6511c7a,correct,1.0
c6e1b8da,048022a60c2cf8ae0032596f4a1a1623,close_miss,0.88
3979b1a8,2bcb8cb9bd6673f397cbe0857b4b625d,correct,1.0
fd4b2b02,fd2b5ed655f7d7bd6f5a6d2e3cbbfe87,wrong_size,
cd3c21df,e918701b946fb9722fd382a800fdc18f,correct,1.0
9caba7c3,8895269ceed3088aaf85264604fd00e6,close_miss,0.8698060941828255
ca8de6ea,e918701b946fb9722fd382a800fdc18f,correct,1.0
6df30ad6,078347e8fab7715faf4ee2a225afa306,correct,1.0
47996f11,6eac2bf647c9865ab25005cdd9515a6e,close_miss,0.8466666666666667
4acc7107,30cc3c16ae3d34dcd7fe8e59b4aedf33,correct,1.0
99306f82,078347e8fab7715faf4ee2a225afa306,correct,1.0
e2092e0c,e918701b946fb9722fd382a800fdc18f,close_miss,0.8622222222222222
2072aba6,078347e8fab7715faf4ee2a225afa306,correct,1.0
20981f0e,e918701b946fb9722fd382a800fdc18f,correct,1.0
21f83797,9e85e4a20e90ff45227199b96cacc99a,correct,1.0
e872b94a,0db637bfccf629172dcc0166e6511c7a,correct,1.0
aab50785,fd2b5ed655f7d7bd6f5a6d2e3cbbfe87,correct,1.0
81c0276b,2bcb8cb9bd6673f397cbe0857b4b625d,correct,1.0
27f8ce4f,fef7327ca553c16daff2e69c9c5451a4,wrong_size,
e0fb7511,078347e8fab7715faf4ee2a225afa306,correct,1.0
e9ac8c9e,078347e8fab7715faf4ee2a225afa306,correct,1.0
184a9768,8895269ceed3088aaf85264604fd00e6,wrong_content,0.6676923076923077
f0afb749,5992352091a73ed1609c1384013e40ef,correct,1.0
e4075551,ce9463c8493edfde34bc479caa2cb518,wrong_size,
94414823,5992352091a73ed1609c1384013e40ef,correct,1.0
e57337a4,5992352091a73ed1609c1384013e40ef,correct,1.0
d4b1c2b1,5992352091a73ed1609c1384013e40ef,correct,1.0
ac605cbb,30cc3c16ae3d34dcd7fe8e59b4aedf33,wrong_content,0.71900826446281
a680ac02,30cc3c16ae3d34dcd7fe8e59b4aedf33,correct,1.0
17b80ad2,30cc3c16ae3d34dcd7fe8e59b4aedf33,correct,1.0
15663ba9,9e85e4a20e90ff45227199b96cacc99a,close_miss,0.875
b4a43f3b,fd2b5ed655f7d7bd6f5a6d2e3cbbfe87,close_miss,0.9938271604938271
b0f4d537,f7cbbfd88558b04419383fcfbd01e94c,correct,1.0
85fa5666,fd2b5ed655f7d7bd6f5a6d2e3cbbfe87,correct,1.0
2b01abd0,9e85e4a20e90ff45227199b96cacc99a,close_miss,0.8660714285714286
9def23fe,fef7327ca553c16daff2e69c9c5451a4,close_miss,0.89
73c3b0d8,6eac2bf647c9865ab25005cdd9515a6e,correct,1.0
5b6cbef5,30cc3c16ae3d34dcd7fe8e59b4aedf33,correct,1.0
52fd389e,e9ed471e47fca80cf5fb13c5bc3545ab,correct,1.0
009d5c81,ce9463c8493edfde34bc479caa2cb518,correct,1.0
31d5ba1a,ce9463c8493edfde34bc479caa2cb518,wrong_content,0.6666666666666666
f9d67f8b,f81e4e8436314e34b86f0d9183cc0139,close_miss,0.8866666666666667
66f2d22f,2e3f013fcdc798f459ca696868ad9eb1,correct,1.0
9c1e755f,f81e4e8436314e34b86f0d9183cc0139,close_miss,0.91
8dae5dfc,048022a60c2cf8ae0032596f4a1a1623,close_miss,0.9578947368421052
f0afb749,2e3f013fcdc798f459ca696868ad9eb1,correct,1.0
e57337a4,2e3f013fcdc798f459ca696868ad9eb1,correct,1.0
1acc24af,9e85e4a20e90ff45227199b96cacc99a,close_miss,0.9444444444444444
73ccf9c2,0db637bfccf629172dcc0166e6511c7a,wrong_size,
00dbd492,f81e4e8436314e34b86f0d9183cc0139,correct,1.0
b0722778,fd2b5ed655f7d7bd6f5a6d2e3cbbfe87,correct,1.0
414297c0,7d771c47bb98bafff9cb8375252009b0,correct,1.0
7d1f7ee8,e9ed471e47fca80cf5fb13c5bc3545ab,correct,1.0
dc2e9a9d,5992352091a73ed1609c1384013e40ef,correct,1.0
5ffb2104,f81e4e8436314e34b86f0d9183cc0139,correct,1.0
9b4c17c4,fef7327ca553c16daff2e69c9c5451a4,close_miss,0.8
d4b1c2b1,2e3f013fcdc798f459ca696868ad9eb1,wrong_size,
d017b73f,62380334d494efe82f5413866876a339,correct,1.0
2072aba6,0fb275b2f8094b9341ebe667acac3487,correct,1.0
e1baa8a4,7d771c47bb98bafff9cb8375252009b0,correct,1.0
ed74f2f2,0fb275b2f8094b9341ebe667acac3487,correct,1.0
cad67732,62380334d494efe82f5413866876a339,correct,1.0
4e45f183,ce9463c8493edfde34bc479caa2cb518,correct,1.0
af24b4cc,7d771c47bb98bafff9cb8375252009b0,correct,1.0
95a58926,e9ed471e47fca80cf5fb13c5bc3545ab,correct,1.0
103eff5b,e9ed471e47fca80cf5fb13c5bc3545ab,correct,1.0
aa18de87,7d771c47bb98bafff9cb8375252009b0,correct,1.0
12997ef3,62380334d494efe82f5413866876a339,wrong_size,
a57f2f04,e9ed471e47fca80cf5fb13c5bc3545ab,close_miss,0.9825174825174825
896d5239,ce9463c8493edfde34bc479caa2cb518,close_miss,0.9814814814814815
6df30ad6,0fb275b2f8094b9341ebe667acac3487,correct,1.0
15113be4,62380334d494efe82f5413866876a339,correct,1.0
e133d23d,7d771c47bb98bafff9cb8375252009b0,correct,1.0
fd096ab6,62380334d494efe82f5413866876a339,correct,1.0
1a6449f1,0fb275b2f8094b9341ebe667acac3487,correct,1.0
95a58926,048022a60c2cf8ae0032596f4a1a1623,correct,1.0
4acc7107,9c42c9d1a98ae2b661286f6ce1e9dcf1,wrong_content,0.48
1a6449f1,0db637bfccf629172dcc0166e6511c7a,correct,1.0
e7639916,2e3f013fcdc798f459ca696868ad9eb1,correct,1.0
aa4ec2a5,9e85e4a20e90ff45227199b96cacc99a,correct,1.0
9ddd00f0,6fce9b76a5823de65b3a7169fc2a2cb4,wrong_size,
0f63c0b9,fef7327ca553c16daff2e69c9c5451a4,close_miss,0.8755555555555555
34b99a2b,1fb8babb56ffbe320546eab73ed1967b,wrong_content,0.4
58e15b12,f7cbbfd88558b04419383fcfbd01e94c,close_miss,0.9583333333333334
2037f2c7,f81e4e8436314e34b86f0d9183cc0139,wrong_size,
68b67ca3,f7cbbfd88558b04419383fcfbd01e94c,correct,1.0
f0df5ff0,99f2f93c1f7aa77d00a155d3d36799fe,correct,1.0
fd096ab6,bc246d049fa464eafe254f0c66114abe,correct,1.0
f5aa3634,09e70c7c303109bb3ff791b719691196,correct,1.0
b20f7c8b,d7e6e02803b25deca977a8b04417701b,correct,1.0
67636eac,99f2f93c1f7aa77d00a155d3d36799fe,correct,1.0
b15fca0b,09e70c7c303109bb3ff791b719691196,correct,1.0
cad67732,bc246d049fa464eafe254f0c66114abe,correct,1.0
c6e1b8da,9facabfec5d6f5ee0581a2348b1b7797,wrong_content,0.7675
3b4c2228,09e70c7c303109bb3ff791b719691196,correct,1.0
2c0b0aff,99f2f93c1f7aa77d00a155d3d36799fe,correct,1.0
5b692c0f,bc246d049fa464eafe254f0c66114abe,close_miss,0.9910714285714286
f4081712,99f2f93c1f7aa77d00a155d3d36799fe,wrong_content,0.125
12997ef3,bc246d049fa464eafe254f0c66114abe,correct,1.0
d017b73f,bc246d049fa464eafe254f0c66114abe,correct,1.0
e1d2900e,99f2f93c1f7aa77d00a155d3d36799fe,correct,1.0
99306f82,0fb275b2f8094b9341ebe667acac3487,correct,1.0
fd096ab6,a84df9dd93b84bd4f2e6dd33741bac72,close_miss,0.9733333333333334
b7cb93ac,abf542d708d8925861724d3da94551a7,correct,1.0
e74e1818,09e70c7c303109bb3ff791b719691196,close_miss,0.9822222222222222
25094a63,d7e6e02803b25deca977a8b04417701b,correct,1.0
31adaf00,0db637bfccf629172dcc0166e6511c7a,correct,1.0
d304284e,fef7327ca553c16daff2e69c9c5451a4,correct,1.0
1c56ad9f,4ffe51f9700541018b71cbbbb0e80a97,correct,1.0
7d1f7ee8,048022a60c2cf8ae0032596f4a1a1623,correct,1.0
9bebae7a,725fc1ad447218fd852bca45ef7f43da,wrong_content,0.7878787878787878
66e6c45b,725fc1ad447218fd852bca45ef7f43da,correct,1.0
f3e62deb,1fb8babb56ffbe320546eab73ed1967b,close_miss,0.84
fe9372f3,4ffe51f9700541018b71cbbbb0e80a97,correct,1.0
3194b014,6fce9b76a5823de65b3a7169fc2a2cb4,wrong_size,
12997ef3,a84df9dd93b84bd4f2e6dd33741bac72,wrong_size,
4b6b68e5,09e70c7c303109bb3ff791b719691196,correct,1.0
5207a7b5,fcad412bb77af2949b9089f9ba68439d,wrong_size,
992798f6,a84df9dd93b84bd4f2e6dd33741bac72,close_miss,0.9375
516b51b7,9facabfec5d6f5ee0581a2348b1b7797,correct,1.0
a59b95c0,fcad412bb77af2949b9089f9ba68439d,wrong_size,
11e1fe23,abf542d708d8925861724d3da94551a7,close_miss,0.9345238095238095
3f23242b,a84df9dd93b84bd4f2e6dd33741bac72,wrong_content,0.7120743034055728
bbb1b8b6,d7e6e02803b25deca977a8b04417701b,correct,1.0
5b692c0f,a84df9dd93b84bd4f2e6dd33741bac72,close_miss,0.9508928571428571
604001fa,725fc1ad447218fd852bca45ef7f43da,wrong_content,0.7111111111111111
d37a1ef5,725fc1ad447218fd852bca45ef7f43da,wrong_content,0.782051282051282
93c31fbe,4ffe51f9700541018b71cbbbb0e80a97,correct,1.0
bb52a14b,725fc1ad447218fd852bca45ef7f43da,close_miss,0.9793388429752066
759f3fd3,1fb8babb56ffbe320546eab73ed1967b,correct,1.0
17b80ad2,9c42c9d1a98ae2b661286f6ce1e9dcf1,close_miss,0.8927335640138409
8ee62060,d7e6e02803b25deca977a8b04417701b,correct,1.0
8b28cd80,fcad412bb77af2949b9089f9ba68439d,wrong_content,0.6790123456790124
9b2a60aa,d7e6e02803b25deca977a8b04417701b,correct,1.0
97239e3d,e4cfb93941ed9092b62eb0c69774c175,correct,1.0
e5790162,6fce9b76a5823de65b3a7169fc2a2cb4,wrong_size,
a59b95c0,4ffe51f9700541018b71cbbbb0e80a97,correct,1.0
